cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2015-3902,{'CWE-352'},"Multiple cross-site request forgery (CSRF) vulnerabilities in the setup process in phpMyAdmin 4.0.x before 4.0.10.10, 4.2.x before 4.2.13.3, 4.3.x before 4.3.13.1, and 4.4.x before 4.4.6.1 allow remote attackers to hijack the authentication of administrators for requests that modify the configuration file.",MEDIUM,8.6,6.4,2015-05-26 15:59:00+00:00,2016-12-28 02:59:00+00:00
CVE-2015-3903,{'CWE-310'},"libraries/Config.class.php in phpMyAdmin 4.0.x before 4.0.10.10, 4.2.x before 4.2.13.3, 4.3.x before 4.3.13.1, and 4.4.x before 4.4.6.1 disables X.509 certificate verification for GitHub API calls over SSL, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",MEDIUM,8.6,2.9,2015-05-26 15:59:00+00:00,2018-10-09 19:56:00+00:00
CVE-2015-3905,{'CWE-119'},Buffer overflow in the set_cs_start function in t1disasm.c in t1utils before 1.39 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted font file.,HIGH,10.0,6.4,2015-06-08 14:59:00+00:00,2016-12-31 02:59:00+00:00
CVE-2015-3935,{'CWE-79'},Multiple cross-site scripting (XSS) vulnerabilities in Dolibarr ERP/CRM 3.5 and 3.6 allow remote attackers to inject arbitrary web script or HTML via the Business Search (search_nom) field to (1) htdocs/societe/societe.php or (2) htdocs/societe/admin/societe.php.,MEDIUM,8.6,2.9,2015-06-10 14:59:00+00:00,2016-12-06 03:01:00+00:00
CVE-2015-4001,{'CWE-189'},Integer signedness error in the oz_hcd_get_desc_cnf function in drivers/staging/ozwpan/ozhcd.c in the OZWPAN driver in the Linux kernel through 4.0.5 allows remote attackers to cause a denial of service (system crash) or possibly execute arbitrary code via a crafted packet.,HIGH,10.0,8.5,2015-06-07 23:59:00+00:00,2016-12-28 02:59:00+00:00
CVE-2015-4002,{'CWE-119'},"drivers/staging/ozwpan/ozusbsvc1.c in the OZWPAN driver in the Linux kernel through 4.0.5 does not ensure that certain length values are sufficiently large, which allows remote attackers to cause a denial of service (system crash or large loop) or possibly execute arbitrary code via a crafted packet, related to the (1) oz_usb_rx and (2) oz_usb_handle_ep_data functions.",HIGH,10.0,8.5,2015-06-07 23:59:00+00:00,2016-12-28 02:59:00+00:00
CVE-2015-4003,{'CWE-189'},The oz_usb_handle_ep_data function in drivers/staging/ozwpan/ozusbsvc1.c in the OZWPAN driver in the Linux kernel through 4.0.5 allows remote attackers to cause a denial of service (divide-by-zero error and system crash) via a crafted packet.,HIGH,10.0,6.9,2015-06-07 23:59:00+00:00,2016-12-28 02:59:00+00:00
CVE-2015-4020,{'CWE-20'},"RubyGems 2.0.x before 2.0.17, 2.2.x before 2.2.5, and 2.4.x before 2.4.8 does not validate the hostname when fetching gems or making API requests, which allows remote attackers to redirect requests to arbitrary domains via a crafted DNS SRV record with a domain that is suffixed with the original domain name, aka a \DNS hijack attack.\"" NOTE: this vulnerability exists because to an incomplete fix for CVE-2015-3900.""",MEDIUM,8.6,2.9,2015-08-25 17:59:00+00:00,2017-12-09 02:29:00+00:00
CVE-2015-4036,{'CWE-119'},Array index error in the tcm_vhost_make_tpg function in drivers/vhost/scsi.c in the Linux kernel before 4.0 might allow guest OS users to cause a denial of service (memory corruption) or possibly have unspecified other impact via a crafted VHOST_SCSI_SET_ENDPOINT ioctl call.  NOTE: the affected function was renamed to vhost_scsi_make_tpg before the vulnerability was announced.,HIGH,3.9,10.0,2015-08-31 20:59:00+00:00,2016-12-22 02:59:00+00:00
CVE-2015-4041,{'CWE-787'},"The keycompare_mb function in sort.c in sort in GNU Coreutils through 8.23 on 64-bit platforms performs a size calculation without considering the number of bytes occupied by multibyte characters, which allows attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via long UTF-8 strings.",MEDIUM,3.9,6.4,2020-01-24 17:15:00+00:00,2020-02-01 17:33:00+00:00
CVE-2015-4042,{'CWE-190'},Integer overflow in the keycompare_mb function in sort.c in sort in GNU Coreutils through 8.23 might allow attackers to cause a denial of service (application crash) or possibly have unspecified other impact via long strings.,HIGH,10.0,6.4,2020-01-24 17:15:00+00:00,2020-02-01 17:33:00+00:00
CVE-2015-4054,{'CWE-476'},PgBouncer before 1.5.5 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) by sending a password packet before a startup packet.,MEDIUM,10.0,2.9,2017-05-23 04:29:00+00:00,2020-11-03 18:16:00+00:00
CVE-2015-4082,{'CWE-264'},"attic before 0.15 does not confirm unencrypted backups with the user, which allows remote attackers with read and write privileges for the encrypted repository to obtain potentially sensitive information by changing the manifest type byte of the repository to \unencrypted / without key file\"".""",MEDIUM,8.0,2.9,2017-08-18 16:29:00+00:00,2017-08-25 12:05:00+00:00
CVE-2015-4085,{'CWE-22'},Directory traversal vulnerability in node/hooks/express/tests.js in Etherpad frontend tests before 1.6.1.,MEDIUM,10.0,2.9,2017-09-07 20:29:00+00:00,2017-09-18 16:54:00+00:00
CVE-2015-4167,{'CWE-189'},"The udf_read_inode function in fs/udf/inode.c in the Linux kernel before 3.19.1 does not validate certain length values, which allows local users to cause a denial of service (incorrect data representation or integer overflow, and OOPS) via a crafted UDF filesystem.",MEDIUM,3.4,6.9,2015-08-05 18:59:00+00:00,2016-12-22 02:59:00+00:00
CVE-2015-4170,{'CWE-362'},Race condition in the ldsem_cmpxchg function in drivers/tty/tty_ldsem.c in the Linux kernel before 3.13-rc4-next-20131218 allows local users to cause a denial of service (ldsem_down_read and ldsem_down_write deadlock) by establishing a new tty thread during shutdown of a previous tty thread.,MEDIUM,3.4,6.9,2016-05-02 10:59:00+00:00,2017-11-12 02:29:00+00:00
CVE-2015-4176,{'CWE-200'},"fs/namespace.c in the Linux kernel before 4.0.2 does not properly support mount connectivity, which allows local users to read arbitrary files by leveraging user-namespace root access for deletion of a file or directory.",LOW,3.9,2.9,2016-05-02 10:59:00+00:00,2016-05-05 17:01:00+00:00
CVE-2015-4177,{'NVD-CWE-Other'},"The collect_mounts function in fs/namespace.c in the Linux kernel before 4.0.5 does not properly consider that it may execute after a path has been unmounted, which allows local users to cause a denial of service (system crash) by leveraging user-namespace root access for an MNT_DETACH umount2 system call.",MEDIUM,3.9,6.9,2016-05-02 10:59:00+00:00,2016-05-06 16:44:00+00:00
CVE-2015-4178,{'NVD-CWE-Other'},"The fs_pin implementation in the Linux kernel before 4.0.5 does not ensure the internal consistency of a certain list data structure, which allows local users to cause a denial of service (system crash) by leveraging user-namespace root access for an MNT_DETACH umount2 system call, related to fs/fs_pin.c and include/linux/fs_pin.h.",MEDIUM,3.9,6.9,2016-05-02 10:59:00+00:00,2016-05-06 20:17:00+00:00
CVE-2015-4335,{'CWE-17'},Redis before 2.8.21 and 3.x before 3.0.2 allows remote attackers to execute arbitrary Lua bytecode via the eval command.,HIGH,10.0,10.0,2015-06-09 14:59:00+00:00,2018-08-13 21:47:00+00:00
CVE-2015-4362,{'CWE-352'},Cross-site request forgery (CSRF) vulnerability in tracking_code.admin.inc in the Tracking Code module 7.x-1.x before 7.x-1.6 for Drupal allows remote attackers to hijack the authentication of administrators for requests that disable tracking codes via unspecified vectors.,MEDIUM,8.6,6.4,2015-06-15 14:59:00+00:00,2016-06-09 21:40:00+00:00
CVE-2015-4410,{'CWE-20'},The Moped::BSON::ObjecId.legal? method in rubygem-moped before commit dd5a7c14b5d2e466f7875d079af71ad19774609b allows remote attackers to cause a denial of service (worker resource consumption) or perform a cross-site scripting (XSS) attack via a crafted string.,MEDIUM,10.0,2.9,2020-02-20 17:15:00+00:00,2020-02-28 14:25:00+00:00
CVE-2015-4411,{'CWE-400'},The Moped::BSON::ObjecId.legal? method in mongodb/bson-ruby before 3.0.4 as used in rubygem-moped allows remote attackers to cause a denial of service (worker resource consumption) via a crafted string. NOTE: This issue is due to an incomplete fix to CVE-2015-4410.,MEDIUM,10.0,2.9,2020-02-20 17:15:00+00:00,2020-02-28 15:32:00+00:00
CVE-2015-4412,{'CWE-400'},BSON injection vulnerability in the legal? function in BSON (bson-ruby) gem before 3.0.4 for Ruby allows remote attackers to cause a denial of service (resource consumption) or inject arbitrary data via a crafted string.,HIGH,10.0,6.4,2018-02-05 16:29:00+00:00,2018-03-13 19:49:00+00:00
CVE-2015-4425,{'CWE-22'},"Directory traversal vulnerability in pimcore before build 3473 allows remote authenticated users with the \assets\"" permission to create or write to arbitrary files via a .. (dot dot) in the dir parameter to admin/asset/add-asset-compatibility.""",MEDIUM,6.8,4.9,2015-08-18 17:59:00+00:00,2015-08-19 18:19:00+00:00
CVE-2015-4426,{'CWE-89'},SQL injection vulnerability in pimcore before build 3473 allows remote attackers to execute arbitrary SQL commands via the filter parameter to admin/asset/grid-proxy.,HIGH,10.0,6.4,2015-08-18 17:59:00+00:00,2016-06-09 17:29:00+00:00
CVE-2015-4471,{'CWE-189'},Off-by-one error in the lzxd_decompress function in lzxd.c in libmspack before 0.5 allows remote attackers to cause a denial of service (buffer under-read and application crash) via a crafted CAB archive.,MEDIUM,8.6,2.9,2015-06-11 14:59:00+00:00,2016-06-09 21:28:00+00:00
CVE-2015-4491,{'CWE-189'},"Integer overflow in the make_filter_table function in pixops/pixops.c in gdk-pixbuf before 2.31.5, as used in Mozilla Firefox before 40.0 and Firefox ESR 38.x before 38.2 on Linux, Google Chrome on Linux, and other products, allows remote attackers to execute arbitrary code or cause a denial of service (heap-based buffer overflow and application crash) via crafted bitmap dimensions that are mishandled during scaling.",MEDIUM,8.6,6.4,2015-08-16 01:59:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-4619,{'CWE-352'},Cross-site request forgery (CSRF) vulnerability in Spina before commit bfe44f289e336f80b6593032679300c493735e75.,MEDIUM,8.6,6.4,2017-09-07 20:29:00+00:00,2017-09-13 17:53:00+00:00
CVE-2015-4628,{'CWE-89'},SQL injection vulnerability in application/controllers/admin/questiongroups.php in LimeSurvey before 2.06+ Build 150618 allows remote authenticated administrators to execute arbitrary SQL commands via the sid parameter.,MEDIUM,8.0,6.4,2015-06-18 10:59:00+00:00,2016-12-07 18:13:00+00:00
CVE-2015-4645,{'CWE-190'},"Integer overflow in the read_fragment_table_4 function in unsquash-4.c in Squashfs and sasquatch allows remote attackers to cause a denial of service (application crash) via a crafted input, which triggers a stack-based buffer overflow.",MEDIUM,8.6,2.9,2017-03-17 14:59:00+00:00,2019-10-24 14:02:00+00:00
CVE-2015-4646,{'CWE-20'},"(1) unsquash-1.c, (2) unsquash-2.c, (3) unsquash-3.c, and (4) unsquash-4.c in Squashfs and sasquatch allow remote attackers to cause a denial of service (application crash) via a crafted input.",MEDIUM,10.0,2.9,2017-04-13 17:59:00+00:00,2019-10-24 14:00:00+00:00
CVE-2015-4671,{'CWE-79'},Cross-site scripting (XSS) vulnerability in OpenCart before 2.1.0.2 allows remote attackers to inject arbitrary web script or HTML via the zone_id parameter to index.php.,MEDIUM,8.6,2.9,2016-01-12 19:59:00+00:00,2016-12-07 18:13:00+00:00
CVE-2015-4692,{'NVD-CWE-Other'},The kvm_apic_has_events function in arch/x86/kvm/lapic.h in the Linux kernel through 4.1.3 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact by leveraging /dev/kvm access for an ioctl call.,MEDIUM,3.9,6.9,2015-07-27 10:59:00+00:00,2017-09-22 01:29:00+00:00
CVE-2015-4700,{'CWE-17'},The bpf_int_jit_compile function in arch/x86/net/bpf_jit_comp.c in the Linux kernel before 4.0.6 allows local users to cause a denial of service (system crash) by creating a packet filter and then loading crafted BPF instructions that trigger late convergence by the JIT compiler.,MEDIUM,3.9,6.9,2015-08-31 10:59:00+00:00,2019-04-08 20:29:00+00:00
CVE-2015-4706,{'CWE-79'},Cross-site scripting (XSS) vulnerability in IPython 3.x before 3.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving JSON error messages and the /api/contents path.,MEDIUM,8.6,2.9,2017-09-21 14:29:00+00:00,2017-09-30 10:12:00+00:00
CVE-2015-4707,{'CWE-79'},Cross-site scripting (XSS) vulnerability in IPython before 3.2 allows remote attackers to inject arbitrary web script or HTML via vectors involving JSON error messages and the /api/notebooks path.,MEDIUM,8.6,2.9,2017-09-20 18:29:00+00:00,2019-10-17 17:32:00+00:00
CVE-2015-4715,{'CWE-552'},"The fetch function in OAuth/Curl.php in Dropbox-PHP, as used in ownCloud Server before 6.0.8, 7.x before 7.0.6, and 8.x before 8.0.4 when an external Dropbox storage has been mounted, allows remote administrators of Dropbox.com to read arbitrary files via an @ (at sign) character in unspecified POST values.",MEDIUM,8.0,2.9,2020-02-17 19:15:00+00:00,2020-02-28 19:31:00+00:00
CVE-2015-5069,{'CWE-200'},The (1) filesystem::get_wml_location function in filesystem.cpp and (2) is_legal_file function in filesystem_boost.cpp in Battle for Wesnoth before 1.12.3 and 1.13.x before 1.13.1 allow remote attackers to obtain sensitive information via vectors related to inclusion of .pbl files from WML.,MEDIUM,8.0,2.9,2017-09-26 14:29:00+00:00,2017-10-10 14:54:00+00:00
CVE-2015-5070,{'CWE-200'},"The (1) filesystem::get_wml_location function in filesystem.cpp and (2) is_legal_file function in filesystem_boost.cpp in Battle for Wesnoth before 1.12.4 and 1.13.x before 1.13.1, when a case-insensitive filesystem is used, allow remote attackers to obtain sensitive information via vectors related to inclusion of .pbl files from WML.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-5069.",LOW,6.8,2.9,2017-09-26 14:29:00+00:00,2017-10-10 14:54:00+00:00
CVE-2015-5074,{'CWE-20'},Incomplete blacklist vulnerability in the FileUploadsFilter class in protected/components/filters/FileUploadsFilter.php in X2Engine X2CRM before 5.0.9 allows remote authenticated users to execute arbitrary PHP code by uploading a file with a .pht extension.,HIGH,10.0,6.4,2015-09-29 19:59:00+00:00,2018-10-09 19:57:00+00:00
CVE-2015-5076,{'CWE-79'},"Multiple cross-site scripting (XSS) vulnerabilities in X2Engine X2CRM before 5.0.9 allow remote attackers to inject arbitrary web script or HTML via the (1) version parameter in protected/views/admin/formEditor.php; the (2) importId parameter in protected/views/admin/rollbackImport.php; the (3) bc, (4) fg, (5) bgc, or (6) font parameter in protected/views/site/listener.php; the (7) Services[*] parameter in protected/components/views/webForm.php; the (8) file parameter in protected/components/TranslationManager.php; the (9) x2_key parameter in protected/tests/webscripts/x2WebTrackingTestPages/customWebLeadCaptureScriptTest.php; the (10) id parameter in protected/modules/contacts/controllers/ContactsController.php; or the (11) lastEventId parameter to index.php/profile/getEvents.",MEDIUM,8.6,2.9,2015-09-29 19:59:00+00:00,2018-10-09 19:57:00+00:00
CVE-2015-5078,{'CWE-89'},SQL injection vulnerability in the insert function in application/controllers/admin/dataentry.php in LimeSurvey 2.06+ allows remote authenticated users to execute arbitrary SQL commands via the closedate parameter.,MEDIUM,8.0,6.4,2015-06-28 14:59:00+00:00,2016-12-07 18:15:00+00:00
CVE-2015-5081,{'CWE-352'},"Cross-site request forgery (CSRF) vulnerability in django CMS before 3.0.14, 3.1.x before 3.1.1 allows remote attackers to manipulate privileged users into performing unknown actions via unspecified vectors.",MEDIUM,8.6,6.4,2017-08-18 18:29:00+00:00,2017-08-24 14:19:00+00:00
CVE-2015-5156,{'CWE-119'},"The virtnet_probe function in drivers/net/virtio_net.c in the Linux kernel before 4.2 attempts to support a FRAGLIST feature without proper memory allocation, which allows guest OS users to cause a denial of service (buffer overflow and memory corruption) via a crafted sequence of fragmented packets.",MEDIUM,6.5,6.9,2015-10-19 10:59:00+00:00,2017-11-04 01:29:00+00:00
CVE-2015-5157,{'CWE-264'},"arch/x86/entry/entry_64.S in the Linux kernel before 4.1.6 on the x86_64 platform mishandles IRET faults in processing NMIs that occurred during userspace execution, which might allow local users to gain privileges by triggering an NMI.",HIGH,3.9,10.0,2015-08-31 10:59:00+00:00,2016-12-22 02:59:00+00:00
CVE-2015-5159,{'CWE-20'},python-kdcproxy before 0.3.2 allows remote attackers to cause a denial of service via a large POST request.,MEDIUM,10.0,2.9,2018-10-30 18:29:00+00:00,2018-12-07 21:25:00+00:00
CVE-2015-5194,{'CWE-20'},The log_config_command function in ntp_parser.y in ntpd in NTP before 4.2.7p42 allows remote attackers to cause a denial of service (ntpd crash) via crafted logconfig commands.,MEDIUM,10.0,2.9,2017-07-21 14:29:00+00:00,2018-05-18 01:29:00+00:00
CVE-2015-5195,{'CWE-20'},ntp_openssl.m4 in ntpd in NTP before 4.2.7p112 allows remote attackers to cause a denial of service (segmentation fault) via a crafted statistics or filegen configuration command that is not enabled during compilation.,MEDIUM,10.0,2.9,2017-07-21 14:29:00+00:00,2018-05-18 01:29:00+00:00
CVE-2015-5218,{'CWE-119'},"Buffer overflow in text-utils/colcrt.c in colcrt in util-linux before 2.27 allows local users to cause a denial of service (crash) via a crafted file, related to the page global variable.",LOW,3.9,2.9,2015-11-09 16:59:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-5219,{'CWE-704'},"The ULOGTOD function in ntp.d in SNTP before 4.2.7p366 does not properly perform type conversions from a precision value to a double, which allows remote attackers to cause a denial of service (infinite loop) via a crafted NTP packet.",MEDIUM,10.0,2.9,2017-07-21 14:29:00+00:00,2021-04-19 15:13:00+00:00
CVE-2015-5221,{'CWE-416'},Use-after-free vulnerability in the mif_process_cmpt function in libjasper/mif/mif_cod.c in the JasPer JPEG-2000 library before 1.900.2 allows remote attackers to cause a denial of service (crash) via a crafted JPEG 2000 image file.,MEDIUM,8.6,2.9,2017-07-25 18:29:00+00:00,2018-11-22 11:29:00+00:00
CVE-2015-5224,{'NVD-CWE-noinfo'},The mkostemp function in login-utils in util-linux when used incorrectly allows remote attackers to cause file name collision and possibly other attacks.,HIGH,10.0,6.4,2017-08-23 15:29:00+00:00,2020-09-11 15:20:00+00:00
CVE-2015-5232,{'CWE-362'},Race conditions in opa-fm before 10.4.0.0.196 and opa-ff before 10.4.0.0.197.,HIGH,8.6,10.0,2017-06-07 20:29:00+00:00,2021-06-04 19:09:00+00:00
CVE-2015-5239,{'CWE-835'},"Integer overflow in the VNC display driver in QEMU before 2.1.0 allows attachers to cause a denial of service (process crash) via a CLIENT_CUT_TEXT message, which triggers an infinite loop.",MEDIUM,8.0,2.9,2020-01-23 20:15:00+00:00,2022-06-05 02:32:00+00:00
CVE-2015-5243,{'CWE-94'},phpWhois allows remote attackers to execute arbitrary code via a crafted whois record.,HIGH,10.0,6.4,2018-08-20 21:29:00+00:00,2019-06-26 12:48:00+00:00
CVE-2015-5257,{'NVD-CWE-Other'},drivers/usb/serial/whiteheat.c in the Linux kernel before 4.2.4 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and OOPS) or possibly have unspecified other impact via a crafted USB device.  NOTE: this ID was incorrectly used for an Apache Cordova issue that has the correct ID of CVE-2015-8320.,MEDIUM,3.9,6.9,2015-11-16 11:59:00+00:00,2016-12-07 18:16:00+00:00
CVE-2015-5263,{'CWE-295'},pulp-consumer-client 2.4.0 through 2.6.3 does not check the server's TLS certificate signatures when retrieving the server's public key upon registration.,MEDIUM,8.6,6.4,2017-09-25 21:29:00+00:00,2017-10-05 18:58:00+00:00
CVE-2015-5273,{'CWE-59'},The abrt-action-install-debuginfo-to-abrt-cache help program in Automatic Bug Reporting Tool (ABRT) before 2.7.1 allows local users to write to arbitrary files via a symlink attack on unpacked.cpio in a pre-created directory with a predictable name in /var/tmp.,LOW,3.9,4.9,2015-12-07 18:59:00+00:00,2016-12-07 18:16:00+00:00
CVE-2015-5282,{'CWE-79'},Cross-site scripting (XSS) vulnerability in Foreman 1.7.0 and after.,MEDIUM,8.6,2.9,2017-09-25 17:29:00+00:00,2017-09-29 15:23:00+00:00
CVE-2015-5283,{'CWE-119'},"The sctp_init function in net/sctp/protocol.c in the Linux kernel before 4.2.3 has an incorrect sequence of protocol-initialization steps, which allows local users to cause a denial of service (panic or memory corruption) by creating SCTP sockets before all of the steps have finished.",MEDIUM,3.4,6.9,2015-10-19 10:59:00+00:00,2016-12-08 03:09:00+00:00
CVE-2015-5287,{'CWE-59'},"The abrt-hook-ccpp help program in Automatic Bug Reporting Tool (ABRT) before 2.7.1 allows local users with certain permissions to gain privileges via a symlink attack on a file with a predictable name, as demonstrated by /var/tmp/abrt/abrt-hax-coredump or /var/spool/abrt/abrt-hax-coredump.",MEDIUM,3.4,10.0,2015-12-07 18:59:00+00:00,2016-12-07 18:16:00+00:00
CVE-2015-5302,{'CWE-200'},"libreport 2.0.7 before 2.6.3 only saves changes to the first file when editing a crash report, which allows remote attackers to obtain sensitive information via unspecified vectors related to the (1) backtrace, (2) cmdline, (3) environ, (4) open_fds, (5) maps, (6) smaps, (7) hostname, (8) remote, (9) ks.cfg, or (10) anaconda-tb file attachment included in a Red Hat Bugzilla bug report.",MEDIUM,10.0,2.9,2015-12-07 18:59:00+00:00,2016-12-07 18:16:00+00:00
CVE-2015-5307,{'CWE-399'},"The KVM subsystem in the Linux kernel through 4.2.6, and Xen 4.3.x through 4.6.x, allows guest OS users to cause a denial of service (host OS panic or hang) by triggering many #AC (aka Alignment Check) exceptions, related to svm.c and vmx.c.",MEDIUM,3.9,6.9,2015-11-16 11:59:00+00:00,2019-02-12 19:04:00+00:00
CVE-2015-5312,{'CWE-399'},"The xmlStringLenDecodeEntities function in parser.c in libxml2 before 2.9.3 does not properly prevent entity expansion, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted XML data, a different vulnerability than CVE-2014-3660.",HIGH,8.6,6.9,2015-12-15 21:59:00+00:00,2019-03-08 16:06:00+00:00
CVE-2015-5327,{'CWE-125'},Out-of-bounds memory read in the x509_decode_time function in x509_cert_parser.c in Linux kernels 4.3-rc1 and after.,MEDIUM,8.0,2.9,2017-09-25 21:29:00+00:00,2019-03-07 15:02:00+00:00
CVE-2015-5352,{'CWE-264'},"The x11_open_helper function in channels.c in ssh in OpenSSH before 6.9, when ForwardX11Trusted mode is not used, lacks a check of the refusal deadline for X connections, which makes it easier for remote attackers to bypass intended access restrictions via a connection outside of the permitted time window.",MEDIUM,8.6,2.9,2015-08-03 01:59:00+00:00,2018-10-24 10:29:00+00:00
CVE-2015-5356,{'CWE-79'},Cross-site scripting (XSS) vulnerability in admin/filebrowser.php in GetSimple CMS before 3.3.6 allows remote attackers to inject arbitrary web script or HTML via the func parameter.,MEDIUM,8.6,2.9,2015-07-01 16:59:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-5364,{'CWE-399'},"The (1) udp_recvmsg and (2) udpv6_recvmsg functions in the Linux kernel before 4.0.6 do not properly consider yielding a processor, which allows remote attackers to cause a denial of service (system hang) via incorrect checksums within a UDP packet flood.",HIGH,10.0,6.9,2015-08-31 10:59:00+00:00,2018-01-05 02:30:00+00:00
CVE-2015-5366,{'CWE-399'},"The (1) udp_recvmsg and (2) udpv6_recvmsg functions in the Linux kernel before 4.0.6 provide inappropriate -EAGAIN return values, which allows remote attackers to cause a denial of service (EPOLLET epoll application read outage) via an incorrect checksum in a UDP packet, a different vulnerability than CVE-2015-5364.",MEDIUM,10.0,2.9,2015-08-31 10:59:00+00:00,2018-01-05 02:30:00+00:00
CVE-2015-5377,{'CWE-74'},** DISPUTED ** Elasticsearch before 1.6.1 allows remote attackers to execute arbitrary code via unspecified vectors involving the transport protocol.  NOTE: ZDI appears to claim that CVE-2015-3253 and CVE-2015-5377 are the same vulnerability.,HIGH,10.0,6.4,2018-03-06 20:29:00+00:00,2018-03-29 15:40:00+00:00
CVE-2015-5381,{'CWE-79'},Cross-site scripting (XSS) vulnerability in program/include/rcmail.php in Roundcube Webmail 1.1.x before 1.1.2 allows remote attackers to inject arbitrary web script or HTML via the _mbox parameter to the default URI.,MEDIUM,8.6,2.9,2017-05-23 04:29:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-5382,{'CWE-200'},program/steps/addressbook/photo.inc in Roundcube Webmail before 1.0.6 and 1.1.x before 1.1.2 allows remote authenticated users to read arbitrary files via the _alt parameter when uploading a vCard.,MEDIUM,8.0,2.9,2017-05-23 04:29:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-5383,{'CWE-200'},"Roundcube Webmail 1.1.x before 1.1.2 allows remote attackers to obtain sensitive information by reading files in the (1) config, (2) temp, or (3) logs directory.",MEDIUM,10.0,2.9,2017-05-23 04:29:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-5395,{'CWE-352'},Cross-site request forgery (CSRF) vulnerability in SOGo before 3.1.0.,MEDIUM,8.6,6.4,2017-09-20 18:29:00+00:00,2019-11-07 21:56:00+00:00
CVE-2015-5460,{'CWE-79'},Cross-site scripting (XSS) vulnerability in app/views/events/_menu.html.erb in Snorby 2.6.2 allows remote attackers to inject arbitrary web script or HTML via the title (cls.name variable) when creating a classification.,MEDIUM,8.6,2.9,2015-07-08 16:59:00+00:00,2019-06-25 15:21:00+00:00
CVE-2015-5490,{'CWE-200'},"The _views_fetch_data method in includes/cache.inc in the Views module 7.x-3.5 through 7.x-3.10 for Drupal does not rebuild the full cache if the static cache is not empty, which allows remote attackers to bypass intended filters and obtain access to hidden content via unspecified vectors.",MEDIUM,10.0,2.9,2015-08-18 17:59:00+00:00,2016-11-28 19:33:00+00:00
CVE-2015-5512,{'CWE-284'},"The me aliases module 6.x-2.x before 6.x-2.10 and 7.x-1.x before 7.x-1.2 for Drupal allows remote attackers to access Views using the \me\"" user argument handler by substituting \""me\"" for a user id in a URL.""",MEDIUM,10.0,2.9,2015-08-18 18:00:00+00:00,2016-11-28 19:33:00+00:00
CVE-2015-5532,{'CWE-79'},"Multiple cross-site scripting (XSS) vulnerabilities in the Paid Memberships Pro (PMPro) plugin before 1.8.4.3 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) s parameter to membershiplevels.php, (2) memberslist.php, or (3) orders.php in adminpages/ or the (4) edit parameter to adminpages/membershiplevels.php.",MEDIUM,8.6,2.9,2017-10-23 18:29:00+00:00,2021-04-06 12:55:00+00:00
CVE-2015-5607,{'CWE-352'},Cross-site request forgery in the REST API in IPython 2 and 3.,MEDIUM,8.6,6.4,2017-09-20 16:29:00+00:00,2017-10-05 14:31:00+00:00
CVE-2015-5612,{'CWE-79'},Cross-site scripting (XSS) vulnerability in October CMS build 271 and earlier allows remote attackers to inject arbitrary web script or HTML via the caption tag of a profile image.,MEDIUM,8.6,2.9,2015-09-04 15:59:00+00:00,2015-09-04 17:47:00+00:00
CVE-2015-5613,{'CWE-79'},"Cross-site scripting (XSS) vulnerability in October CMS build 271 and earlier allows remote attackers to inject arbitrary web script or HTML via vectors involving a file title, a different vulnerability than CVE-2015-5612.",LOW,6.8,2.9,2017-09-28 01:29:00+00:00,2017-10-06 16:48:00+00:00
CVE-2015-5659,{'CWE-89'},SQL injection vulnerability in Network Applied Communication Laboratory Pref Shimane CMS 2.x before 2.0.1 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,MEDIUM,8.0,6.4,2015-10-11 01:59:00+00:00,2015-10-13 16:32:00+00:00
CVE-2015-5673,{'CWE-78'},"eventapp/lib/gcloud.rb in the ISUCON5 qualifier portal (aka eventapp) web application before 2015-10-30 makes improper popen calls, which allows remote attackers to execute arbitrary commands via an HTTP request that includes shell metacharacters in an argument to a \gcloud compute\"" command.""",MEDIUM,8.0,6.4,2015-11-04 03:59:00+00:00,2015-11-04 19:41:00+00:00
CVE-2015-5685,{'CWE-20'},"The lazy_bdecode function in BitTorrent DHT bootstrap server (bootstrap-dht ) allows remote attackers to execute arbitrary code via a crafted packet, related to \improper indexing.\""""",HIGH,10.0,6.4,2015-08-13 14:59:00+00:00,2015-08-13 18:31:00+00:00
